dataset_name,site,treatment,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,NA,,as Na,Filterable,1.22000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,NO3,,as NO3-N,Filterable,2.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,PARTC,,as C,Non-Filterable (Particle),394.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,PARTN,,as N,Non-Filterable (Particle),42.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,PH,,,Unfiltered,7.13000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,SO4,,as SO4,Filterable,1.87000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,SRSI,,as Si,Unfiltered,2.02100,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,TDN,,as N,Dissolved,226.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-13,,epi,TDP,,as P,Dissolved,3.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,ALK,,alkalinity,"",163.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,CA,,as Ca,Filterable,2.78000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,CHLA,,"",Filterable,3.10000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,CL,,as Cl,Filterable,0.26000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,COND,,"",Unfiltered,25.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,DIC,,as Total CO2,Dissolved,171.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,DOC,,as C,Filterable,601.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,FE,,as Fe,Filterable,0.02000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,K,,as K,Filterable,0.39000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,MG,,as Mg,Filterable,0.78000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,NA,,as Na,Filterable,1.04000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,NO3,,as NO3-N,Filterable,3.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,PARTC,,as C,Non-Filterable (Particle),446.50000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,PARTN,,as N,Non-Filterable (Particle),61.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,PH,,,Unfiltered,7.06000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,SO4,,as SO4,Filterable,2.15000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,SRSI,,as Si,Unfiltered,1.98600,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,TDN,,as N,Dissolved,248.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-06-27,,epi,TDP,,as P,Dissolved,3.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,ALK,,alkalinity,"",153.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,CA,,as Ca,Filterable,2.71000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,CHLA,,"",Filterable,3.18000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,CL,,as Cl,Filterable,0.22000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,COND,,"",Unfiltered,24.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,DIC,,as Total CO2,Dissolved,168.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,DOC,,as C,Filterable,676.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,FE,,as Fe,Filterable,0.02000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,K,,as K,Filterable,0.36000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,MG,,as Mg,Filterable,0.75000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,NA,,as Na,Filterable,1.01000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,PARTC,,as C,Non-Filterable (Particle),544.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,PARTN,,as N,Non-Filterable (Particle),65.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,PH,,,Unfiltered,7.01000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,SO4,,as SO4,Filterable,1.87000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,SRSI,,as Si,Unfiltered,2.08900,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,TDN,,as N,Dissolved,264.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-07-18,,epi,TDP,,as P,Dissolved,3.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,ALK,,alkalinity,"",150.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,CA,,as Ca,Filterable,2.58000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,CHLA,,"",Filterable,2.84000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,CL,,as Cl,Filterable,0.24000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,COND,,"",Unfiltered,23.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,DIC,,as Total CO2,Dissolved,157.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,DOC,,as C,Filterable,714.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,K,,as K,Filterable,0.35000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,MG,,as Mg,Filterable,0.73000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,NA,,as Na,Filterable,1.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,PARTC,,as C,Non-Filterable (Particle),551.50000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,PARTN,,as N,Non-Filterable (Particle),75.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,PARTP,,as P,Non-Filterable (Particle),5.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,PH,,,Unfiltered,7.02000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,SO4,,as SO4,Filterable,1.75000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,SRSI,,as Si,Unfiltered,2.14800,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,TDN,,as N,Dissolved,257.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-02,,epi,TDP,,as P,Dissolved,3.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,ALK,,alkalinity,"",150.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,CA,,as Ca,Filterable,2.75000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,CHLA,,"",Filterable,3.44000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,CL,,as Cl,Filterable,0.20000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,COND,,"",Unfiltered,24.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,DIC,,as Total CO2,Dissolved,162.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,DOC,,as C,Filterable,720.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,K,,as K,Filterable,0.36000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,MG,,as Mg,Filterable,0.76000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,NA,,as Na,Filterable,1.07000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,PARTC,,as C,Non-Filterable (Particle),525.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,PARTN,,as N,Non-Filterable (Particle),48.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,PH,,,Unfiltered,7.05000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,SO4,,as SO4,Filterable,1.66000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,SRSI,,as Si,Unfiltered,2.19100,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,TDN,,as N,Dissolved,299.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-15,,epi,TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,ALK,,alkalinity,"",153.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,CA,,as Ca,Filterable,2.71000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,CL,,as Cl,Filterable,0.28000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,COND,,"",Unfiltered,25.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,DIC,,as Total CO2,Dissolved,167.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,DOC,,as C,Filterable,719.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,K,,as K,Filterable,0.43000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,MG,,as Mg,Filterable,0.76000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,NA,,as Na,Filterable,1.12000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,PARTC,,as C,Non-Filterable (Particle),604.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,PARTN,,as N,Non-Filterable (Particle),65.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,PARTP,,as P,Non-Filterable (Particle),5.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,PH,,,Unfiltered,7.04000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,SO4,,as SO4,Filterable,1.80000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,SRSI,,as Si,Unfiltered,2.14300,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,TDN,,as N,Dissolved,289.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-08-29,,epi,TDP,,as P,Dissolved,3.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,ALK,,alkalinity,"",157.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,CA,,as Ca,Filterable,2.86000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,CHLA,,"",Filterable,3.09000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,CL,,as Cl,Filterable,0.25000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,COND,,"",Unfiltered,25.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,DIC,,as Total CO2,Dissolved,176.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,DOC,,as C,Filterable,727.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Lake Water,2016-09-12,,epi,FE,,as Fe,Filterable,0.02000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
